id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders,city_code,region_code,center_type,op_area,category,cuisine
1390856,146,109,2577,321.13,319.13,0,0,0,599,56,TYPE_A,3.6,Starters,Thai
1120639,146,109,2640,321.13,319.13,0,0,0,599,56,TYPE_A,3.6,Starters,Thai
1279275,146,109,1878,319.13,321.13,0,0,0,599,56,TYPE_A,3.6,Starters,Thai
1166120,146,109,2306,244.5,337.62,1,0,0,599,56,TYPE_A,3.6,Pasta,Italian
1128404,146,109,1216,417.13,418.13,0,0,0,599,56,TYPE_A,3.6,Pasta,Italian
1252491,146,109,2126,485.03,486.03,0,0,0,599,56,TYPE_A,3.6,Pasta,Italian
1328056,146,109,2826,379.33,379.33,0,0,0,599,56,TYPE_A,3.6,Sandwich,Italian
1452353,146,109,1754,329.86,328.86,0,0,0,599,56,TYPE_A,3.6,Sandwich,Italian
1353276,146,109,1971,344.35,345.35,0,0,0,599,56,TYPE_A,3.6,Sandwich,Italian
1297182,146,109,1902,446.23,446.23,0,0,0,599,56,TYPE_A,3.6,Biryani,Indian
1469299,146,109,1770,426.83,484.03,0,0,0,599,56,TYPE_A,3.6,Biryani,Indian
1129687,146,109,1198,193.03,227.01,0,0,0,599,56,TYPE_A,3.6,Extras,Thai
1362599,146,109,1311,196.97,194.97,0,0,0,599,56,TYPE_A,3.6,Extras,Thai
1245170,146,109,1803,181.39,208.61,0,1,0,599,56,TYPE_A,3.6,Extras,Thai
1098570,146,109,1438,195.0,194.0,0,0,0,599,56,TYPE_A,3.6,Soup,Thai
1452600,146,109,2494,195.0,195.0,0,0,0,599,56,TYPE_A,3.6,Soup,Thai
1194207,146,109,1847,195.0,194.0,0,0,0,599,56,TYPE_A,3.6,Soup,Thai
1023619,146,109,1558,564.6,564.6,0,0,0,599,56,TYPE_A,3.6,Pizza,Continental
1254600,146,109,2581,564.6,562.6,0,0,0,599,56,TYPE_A,3.6,Pizza,Continental
1157094,146,109,1962,563.6,564.6,0,0,0,599,56,TYPE_A,3.6,Pizza,Continental
1165391,146,109,1445,726.53,726.53,0,0,0,599,56,TYPE_A,3.6,Seafood,Continental
1131248,146,109,2867,653.78,727.53,0,0,0,599,56,TYPE_A,3.6,Seafood,Continental
1383646,146,109,2760,163.99,242.53,0,0,0,599,56,TYPE_A,3.6,Other Snacks,Thai
1288250,146,109,1525,319.13,319.13,0,0,0,599,56,TYPE_A,3.6,Other Snacks,Thai
1476141,146,109,2704,321.13,319.13,0,0,0,599,56,TYPE_A,3.6,Other Snacks,Thai
1401237,146,109,2492,388.03,388.03,0,0,0,599,56,TYPE_A,3.6,Desert,Indian
1383510,146,109,1543,484.03,485.03,0,0,0,599,56,TYPE_A,3.6,Desert,Indian
1433607,146,109,2304,486.03,486.03,0,0,0,599,56,TYPE_A,3.6,Desert,Indian
1098207,146,109,2664,344.38,339.56,0,1,0,599,56,TYPE_A,3.6,Salad,Italian
1453624,146,109,2569,343.38,338.56,0,1,0,599,56,TYPE_A,3.6,Salad,Italian
1089046,146,109,2490,290.03,292.03,0,0,0,599,56,TYPE_A,3.6,Salad,Italian
1306954,146,52,1885,157.17,156.17,0,0,0,685,56,TYPE_B,5.6,Beverages,Thai
1413179,146,52,1993,157.14,159.14,0,0,0,685,56,TYPE_B,5.6,Beverages,Thai
1379869,146,52,2539,157.14,158.14,0,0,0,685,56,TYPE_B,5.6,Beverages,Thai
1037218,146,52,2139,290.03,292.03,0,0,0,685,56,TYPE_B,5.6,Beverages,Indian
1247919,146,52,2631,165.93,165.93,0,0,0,685,56,TYPE_B,5.6,Beverages,Indian
1097438,146,52,1248,162.99,162.99,0,0,0,685,56,TYPE_B,5.6,Beverages,Indian
1441938,146,52,1778,191.12,190.12,0,0,0,685,56,TYPE_B,5.6,Beverages,Italian
1060769,146,52,1062,191.15,190.15,0,0,0,685,56,TYPE_B,5.6,Beverages,Italian
1409283,146,52,2707,235.74,235.74,0,0,0,685,56,TYPE_B,5.6,Beverages,Italian
1397517,146,52,1207,374.48,372.48,0,0,0,685,56,TYPE_B,5.6,Beverages,Continental
1220386,146,52,1230,399.7,398.7,0,0,0,685,56,TYPE_B,5.6,Beverages,Continental
1297481,146,52,2322,380.27,381.27,0,0,0,685,56,TYPE_B,5.6,Beverages,Continental
1309280,146,52,2290,300.73,299.73,0,0,0,685,56,TYPE_B,5.6,Rice Bowl,Indian
1013813,146,52,1727,466.63,466.63,0,0,0,685,56,TYPE_B,5.6,Rice Bowl,Indian
1087803,146,52,1109,310.43,310.43,0,0,0,685,56,TYPE_B,5.6,Rice Bowl,Indian
1256077,146,52,1571,641.23,640.23,0,0,0,685,56,TYPE_B,5.6,Fish,Continental
1328392,146,52,2104,641.23,641.23,0,0,0,685,56,TYPE_B,5.6,Fish,Continental
1197947,146,52,2577,320.13,321.13,0,0,0,685,56,TYPE_B,5.6,Starters,Thai
1134877,146,52,2640,320.13,320.13,0,0,0,685,56,TYPE_B,5.6,Starters,Thai
1149222,146,52,1878,320.13,319.13,0,0,0,685,56,TYPE_B,5.6,Starters,Thai
1321757,146,52,2306,244.5,337.62,1,0,0,685,56,TYPE_B,5.6,Pasta,Italian
1364052,146,52,1216,434.56,436.56,0,0,0,685,56,TYPE_B,5.6,Pasta,Italian
1346914,146,52,2126,485.03,507.31,0,1,0,685,56,TYPE_B,5.6,Pasta,Italian
1343936,146,52,2826,377.33,377.33,0,0,0,685,56,TYPE_B,5.6,Sandwich,Italian
1284997,146,52,1754,327.86,329.86,0,0,0,685,56,TYPE_B,5.6,Sandwich,Italian
1443980,146,52,1971,346.35,346.35,0,0,0,685,56,TYPE_B,5.6,Sandwich,Italian
1272226,146,52,1902,445.23,447.23,0,0,0,685,56,TYPE_B,5.6,Biryani,Indian
1267791,146,52,1247,447.23,446.23,0,0,0,685,56,TYPE_B,5.6,Biryani,Indian
1049345,146,52,1770,425.83,486.03,0,0,0,685,56,TYPE_B,5.6,Biryani,Indian
1300007,146,52,1198,147.5,194.06,0,0,0,685,56,TYPE_B,5.6,Extras,Thai
1220471,146,52,1311,197.94,196.94,0,0,0,685,56,TYPE_B,5.6,Extras,Thai
1486124,146,52,1803,161.99,182.42,0,0,0,685,56,TYPE_B,5.6,Extras,Thai
1183373,146,52,1438,194.0,194.0,0,0,0,685,56,TYPE_B,5.6,Soup,Thai
1076787,146,52,2494,194.0,194.0,0,0,0,685,56,TYPE_B,5.6,Soup,Thai
1218918,146,52,1847,195.0,195.0,0,0,0,685,56,TYPE_B,5.6,Soup,Thai
1351627,146,52,1558,564.6,564.6,0,0,0,685,56,TYPE_B,5.6,Pizza,Continental
1333350,146,52,2581,563.6,562.6,0,0,0,685,56,TYPE_B,5.6,Pizza,Continental
1312936,146,52,1962,564.6,562.6,0,0,0,685,56,TYPE_B,5.6,Pizza,Continental
1477543,146,52,1445,727.53,728.53,0,0,0,685,56,TYPE_B,5.6,Seafood,Continental
1408514,146,52,2444,727.53,727.53,0,0,0,685,56,TYPE_B,5.6,Seafood,Continental
1256773,146,52,2867,726.53,727.53,0,0,0,685,56,TYPE_B,5.6,Seafood,Continental
1174904,146,52,2760,164.9,241.53,0,0,0,685,56,TYPE_B,5.6,Other Snacks,Thai
1392815,146,52,1525,320.13,321.13,0,0,0,685,56,TYPE_B,5.6,Other Snacks,Thai
1389126,146,52,2704,321.13,319.13,0,0,0,685,56,TYPE_B,5.6,Other Snacks,Thai
1074816,146,52,2492,389.03,388.03,0,0,0,685,56,TYPE_B,5.6,Desert,Indian
1124612,146,52,1543,484.03,484.03,0,0,0,685,56,TYPE_B,5.6,Desert,Indian
1318251,146,52,2304,486.03,485.03,0,0,0,685,56,TYPE_B,5.6,Desert,Indian
1089252,146,52,2664,345.38,344.38,0,0,0,685,56,TYPE_B,5.6,Salad,Italian
1396463,146,52,2569,344.38,344.38,0,0,0,685,56,TYPE_B,5.6,Salad,Italian
1289632,146,52,2490,292.03,292.03,0,0,0,685,56,TYPE_B,5.6,Salad,Italian
1083889,146,93,1885,121.31,119.31,0,0,0,461,34,TYPE_A,3.9,Beverages,Thai
1121896,146,93,1993,120.28,121.28,0,0,0,461,34,TYPE_A,3.9,Beverages,Thai
1004866,146,93,2539,122.28,121.28,0,0,0,461,34,TYPE_A,3.9,Beverages,Thai
1234436,146,93,2139,290.03,291.03,0,0,0,461,34,TYPE_A,3.9,Beverages,Indian
1311318,146,93,2631,131.95,150.41,0,0,0,461,34,TYPE_A,3.9,Beverages,Indian
1476647,146,93,1248,154.26,153.26,0,0,0,461,34,TYPE_A,3.9,Beverages,Indian
1419834,146,93,1778,154.26,177.51,0,1,0,461,34,TYPE_A,3.9,Beverages,Italian
1188670,146,93,1062,159.11,158.11,0,0,0,461,34,TYPE_A,3.9,Beverages,Italian
1260238,146,93,2707,203.73,202.73,0,0,0,461,34,TYPE_A,3.9,Beverages,Italian
1263791,146,93,1207,362.78,363.78,0,0,0,461,34,TYPE_A,3.9,Beverages,Continental
1070835,146,93,1230,359.9,359.9,0,0,0,461,34,TYPE_A,3.9,Beverages,Continental
1433069,146,93,2322,338.59,337.59,0,0,0,461,34,TYPE_A,3.9,Beverages,Continental
1349084,146,93,2290,261.96,259.96,0,0,0,461,34,TYPE_A,3.9,Rice Bowl,Indian
1360259,146,93,1727,423.95,422.95,0,0,0,461,34,TYPE_A,3.9,Rice Bowl,Indian
1022475,146,93,1109,308.49,307.49,0,0,0,461,34,TYPE_A,3.9,Rice Bowl,Indian
1037167,146,93,1571,581.03,581.03,0,0,0,461,34,TYPE_A,3.9,Fish,Continental
1492031,146,93,2956,581.03,581.03,0,0,0,461,34,TYPE_A,3.9,Fish,Continental
1057541,146,93,2104,582.03,581.03,0,0,0,461,34,TYPE_A,3.9,Fish,Continental
1483675,146,93,2640,321.13,320.13,0,0,0,461,34,TYPE_A,3.9,Starters,Thai
1463966,146,93,1878,321.13,319.13,0,0,0,461,34,TYPE_A,3.9,Starters,Thai
1474096,146,93,2306,241.53,307.55,1,0,0,461,34,TYPE_A,3.9,Pasta,Italian
1440771,146,93,1216,418.13,418.13,0,0,0,461,34,TYPE_A,3.9,Pasta,Italian
1452763,146,93,2126,437.53,460.78,0,1,0,461,34,TYPE_A,3.9,Pasta,Italian
1382621,146,93,2826,326.92,325.92,0,0,0,461,34,TYPE_A,3.9,Sandwich,Italian
1035365,146,93,1754,291.03,291.03,0,0,0,461,34,TYPE_A,3.9,Sandwich,Italian
1355984,146,93,1971,290.06,289.06,0,0,0,461,34,TYPE_A,3.9,Sandwich,Italian
1140520,146,93,1902,446.23,445.23,0,0,0,461,34,TYPE_A,3.9,Biryani,Indian
1168148,146,93,1558,513.19,512.19,0,0,0,461,34,TYPE_A,3.9,Pizza,Continental
1052343,146,93,2581,513.19,512.19,0,0,0,461,34,TYPE_A,3.9,Pizza,Continental
1370827,146,93,1962,511.19,512.19,0,0,0,461,34,TYPE_A,3.9,Pizza,Continental
1055728,146,93,1445,727.53,866.27,0,0,0,461,34,TYPE_A,3.9,Seafood,Continental
1053449,146,93,2444,728.53,727.53,0,0,0,461,34,TYPE_A,3.9,Seafood,Continental
1368579,146,93,2867,728.53,727.53,0,0,0,461,34,TYPE_A,3.9,Seafood,Continental
1208370,146,93,2760,223.13,260.93,0,0,0,461,34,TYPE_A,3.9,Other Snacks,Thai
1027455,146,93,1525,321.13,319.13,0,0,0,461,34,TYPE_A,3.9,Other Snacks,Thai
1147326,146,93,2704,320.13,321.13,0,0,0,461,34,TYPE_A,3.9,Other Snacks,Thai
1203029,146,93,2492,446.23,446.23,0,0,0,461,34,TYPE_A,3.9,Desert,Indian
1389643,146,93,1543,435.56,435.56,0,0,0,461,34,TYPE_A,3.9,Desert,Indian
1482071,146,93,2304,482.09,483.09,0,0,0,461,34,TYPE_A,3.9,Desert,Indian
1411487,146,93,2664,285.24,338.53,0,0,0,461,34,TYPE_A,3.9,Salad,Italian
1043533,146,93,2569,283.3,338.53,0,0,0,461,34,TYPE_A,3.9,Salad,Italian
1294351,146,93,2490,279.36,279.36,0,0,0,461,34,TYPE_A,3.9,Salad,Italian
1409427,146,186,1885,120.34,119.34,0,0,0,649,34,TYPE_A,3.4,Beverages,Thai
1000264,146,186,1993,119.37,119.37,0,0,0,649,34,TYPE_A,3.4,Beverages,Thai
1016463,146,186,2539,118.4,116.4,0,0,0,649,34,TYPE_A,3.4,Beverages,Thai
1224218,146,186,2139,267.75,268.75,0,0,0,649,34,TYPE_A,3.4,Beverages,Indian
1485114,146,186,2631,126.13,152.35,0,0,0,649,34,TYPE_A,3.4,Beverages,Indian
1006410,146,186,1248,94.15,137.74,0,0,0,649,34,TYPE_A,3.4,Beverages,Indian
1221242,146,186,1778,153.26,173.63,0,0,0,649,34,TYPE_A,3.4,Beverages,Italian
1031339,146,186,1062,150.41,151.35,0,1,0,649,34,TYPE_A,3.4,Beverages,Italian
1153545,146,186,2707,203.7,204.7,0,0,0,649,34,TYPE_A,3.4,Beverages,Italian
1182144,146,186,1207,362.78,364.78,0,0,0,649,34,TYPE_A,3.4,Beverages,Continental
1194788,146,186,1230,346.29,347.29,0,0,0,649,34,TYPE_A,3.4,Beverages,Continental
1082828,146,186,2322,368.63,367.63,0,0,0,649,34,TYPE_A,3.4,Beverages,Continental
1265773,146,186,2290,259.96,261.96,0,0,0,649,34,TYPE_A,3.4,Rice Bowl,Indian
1154515,146,186,1727,422.95,422.95,0,0,0,649,34,TYPE_A,3.4,Rice Bowl,Indian
1105986,146,186,1109,309.43,310.43,0,0,0,649,34,TYPE_A,3.4,Rice Bowl,Indian
1293017,146,186,1571,583.03,583.03,0,0,0,649,34,TYPE_A,3.4,Fish,Continental
1272587,146,186,2104,581.03,582.03,0,0,0,649,34,TYPE_A,3.4,Fish,Continental
1027143,146,186,2577,321.13,319.13,0,0,0,649,34,TYPE_A,3.4,Starters,Thai
1179146,146,186,2640,319.13,321.13,0,0,0,649,34,TYPE_A,3.4,Starters,Thai
1342337,146,186,1878,321.13,320.13,0,0,0,649,34,TYPE_A,3.4,Starters,Thai
1269746,146,186,1216,416.13,417.13,0,0,0,649,34,TYPE_A,3.4,Pasta,Italian
1369030,146,186,2826,326.92,326.92,0,0,0,649,34,TYPE_A,3.4,Sandwich,Italian
1109605,146,186,1754,290.06,289.06,0,0,0,649,34,TYPE_A,3.4,Sandwich,Italian
1099603,146,186,1971,289.12,288.12,0,0,0,649,34,TYPE_A,3.4,Sandwich,Italian
1319113,146,186,1247,446.23,445.23,0,0,0,649,34,TYPE_A,3.4,Biryani,Indian
1155697,146,186,1770,426.83,425.83,0,0,0,649,34,TYPE_A,3.4,Biryani,Indian
1218892,146,186,1558,511.19,512.19,0,0,0,649,34,TYPE_A,3.4,Pizza,Continental
1493357,146,186,2581,513.19,512.19,0,0,0,649,34,TYPE_A,3.4,Pizza,Continental
1202597,146,186,1962,511.19,512.19,0,0,0,649,34,TYPE_A,3.4,Pizza,Continental
1116108,146,186,1445,728.53,727.53,0,0,0,649,34,TYPE_A,3.4,Seafood,Continental
1229780,146,186,2444,726.53,727.53,0,0,0,649,34,TYPE_A,3.4,Seafood,Continental
1391127,146,186,2867,728.53,727.53,0,0,0,649,34,TYPE_A,3.4,Seafood,Continental
1085957,146,186,2760,184.36,260.93,0,0,0,649,34,TYPE_A,3.4,Other Snacks,Thai
1267409,146,186,2704,319.13,321.13,0,0,0,649,34,TYPE_A,3.4,Other Snacks,Thai
1245159,146,186,1543,387.03,483.09,0,0,0,649,34,TYPE_A,3.4,Desert,Indian
1378973,146,186,2304,387.03,482.09,0,0,0,649,34,TYPE_A,3.4,Desert,Indian
1079844,146,186,2664,283.24,340.53,0,0,0,649,34,TYPE_A,3.4,Salad,Italian
1024089,146,186,2569,284.24,340.53,0,0,0,649,34,TYPE_A,3.4,Salad,Italian
1463712,146,186,2490,280.36,280.36,0,0,0,649,34,TYPE_A,3.4,Salad,Italian
1268331,146,146,1885,121.28,120.28,0,0,0,526,34,TYPE_B,5.0,Beverages,Thai
1058344,146,146,1993,119.31,119.31,0,0,0,526,34,TYPE_B,5.0,Beverages,Thai
1417277,146,146,2539,123.25,122.25,0,0,0,526,34,TYPE_B,5.0,Beverages,Thai
1056035,146,146,2139,281.3,282.3,0,0,0,526,34,TYPE_B,5.0,Beverages,Indian
1343254,146,146,2631,129.04,148.47,0,0,0,526,34,TYPE_B,5.0,Beverages,Indian
1262833,146,146,1248,154.26,154.26,0,0,0,526,34,TYPE_B,5.0,Beverages,Indian
1272751,146,146,1778,161.08,160.08,0,0,0,526,34,TYPE_B,5.0,Beverages,Italian
1013213,146,146,1062,159.14,158.14,0,0,0,526,34,TYPE_B,5.0,Beverages,Italian
1263405,146,146,2707,206.67,205.67,0,0,0,526,34,TYPE_B,5.0,Beverages,Italian
1204818,146,146,1207,361.87,360.87,0,0,0,526,34,TYPE_B,5.0,Beverages,Continental
1333742,146,146,1230,344.38,344.38,0,0,0,526,34,TYPE_B,5.0,Beverages,Continental
1043262,146,146,2322,357.02,355.02,0,0,0,526,34,TYPE_B,5.0,Beverages,Continental
1449237,146,146,2290,259.96,259.96,0,0,0,526,34,TYPE_B,5.0,Rice Bowl,Indian
1080908,146,146,1727,422.95,422.95,0,0,0,526,34,TYPE_B,5.0,Rice Bowl,Indian
1073524,146,146,1109,310.43,309.43,0,0,0,526,34,TYPE_B,5.0,Rice Bowl,Indian
1196482,146,146,1571,581.03,582.03,0,0,0,526,34,TYPE_B,5.0,Fish,Continental
1068138,146,146,2956,581.03,581.03,0,0,0,526,34,TYPE_B,5.0,Fish,Continental
1320427,146,146,2104,584.94,583.94,0,0,0,526,34,TYPE_B,5.0,Fish,Continental
1184166,146,146,2577,320.13,320.13,0,0,0,526,34,TYPE_B,5.0,Starters,Thai
1228572,146,146,2640,319.13,320.13,0,0,0,526,34,TYPE_B,5.0,Starters,Thai
1075131,146,146,1878,320.13,321.13,0,0,0,526,34,TYPE_B,5.0,Starters,Thai
1128915,146,146,2306,241.53,313.31,1,0,0,526,34,TYPE_B,5.0,Pasta,Italian
1182843,146,146,1216,416.13,418.13,0,0,0,526,34,TYPE_B,5.0,Pasta,Italian
1094044,146,146,2826,325.92,326.92,0,0,0,526,34,TYPE_B,5.0,Sandwich,Italian
1209858,146,146,1754,292.03,291.03,0,0,0,526,34,TYPE_B,5.0,Sandwich,Italian
1222963,146,146,1971,290.06,290.06,0,0,0,526,34,TYPE_B,5.0,Sandwich,Italian
1037477,146,146,1902,446.23,447.23,0,0,0,526,34,TYPE_B,5.0,Biryani,Indian
1001694,146,146,1247,447.23,445.23,0,0,0,526,34,TYPE_B,5.0,Biryani,Indian
1054299,146,146,1770,425.83,427.83,0,0,0,526,34,TYPE_B,5.0,Biryani,Indian
1371044,146,146,1558,512.19,512.19,0,0,0,526,34,TYPE_B,5.0,Pizza,Continental
1254718,146,146,2581,511.19,512.19,0,0,0,526,34,TYPE_B,5.0,Pizza,Continental
1086268,146,146,1962,512.19,511.19,0,0,0,526,34,TYPE_B,5.0,Pizza,Continental
1003757,146,146,1445,726.53,727.53,0,0,0,526,34,TYPE_B,5.0,Seafood,Continental
1448276,146,146,2444,726.53,726.53,0,0,0,526,34,TYPE_B,5.0,Seafood,Continental
1489645,146,146,2760,183.36,262.93,0,1,0,526,34,TYPE_B,5.0,Other Snacks,Thai
1491279,146,146,1525,321.13,319.13,0,0,0,526,34,TYPE_B,5.0,Other Snacks,Thai
1408337,146,146,2704,320.13,319.13,0,0,0,526,34,TYPE_B,5.0,Other Snacks,Thai
1360068,146,146,2492,446.23,445.23,0,0,0,526,34,TYPE_B,5.0,Desert,Indian
1316400,146,146,1543,454.93,456.93,0,0,0,526,34,TYPE_B,5.0,Desert,Indian
1110618,146,146,2304,430.71,482.09,0,0,0,526,34,TYPE_B,5.0,Desert,Indian
1146271,146,146,2664,283.3,338.53,0,0,0,526,34,TYPE_B,5.0,Salad,Italian
1474849,146,146,2569,285.24,339.53,0,0,0,526,34,TYPE_B,5.0,Salad,Italian
1352055,146,146,2490,271.6,272.6,0,0,0,526,34,TYPE_B,5.0,Salad,Italian
1245977,146,57,1885,136.77,137.77,0,0,0,541,77,TYPE_C,2.8,Beverages,Thai
1165288,146,57,1993,143.62,143.62,0,0,0,541,77,TYPE_C,2.8,Beverages,Thai
1081099,146,57,2539,145.56,144.56,0,0,0,541,77,TYPE_C,2.8,Beverages,Thai
1441467,146,57,1248,129.01,155.26,0,0,0,541,77,TYPE_C,2.8,Beverages,Indian
1336838,146,57,1778,156.2,157.2,0,0,0,541,77,TYPE_C,2.8,Beverages,Italian
1106150,146,57,1062,153.26,153.26,0,0,0,541,77,TYPE_C,2.8,Beverages,Italian
1190084,146,57,1207,361.87,359.87,0,0,0,541,77,TYPE_C,2.8,Beverages,Continental
1232610,146,57,1230,358.9,358.9,0,0,0,541,77,TYPE_C,2.8,Beverages,Continental
1321845,146,57,2322,367.63,369.63,0,0,0,541,77,TYPE_C,2.8,Beverages,Continental
1159511,146,57,2290,298.79,297.79,0,0,0,541,77,TYPE_C,2.8,Rice Bowl,Indian
1441739,146,57,1727,445.23,447.23,0,0,0,541,77,TYPE_C,2.8,Rice Bowl,Indian
1096623,146,57,1109,311.43,311.43,0,0,0,541,77,TYPE_C,2.8,Rice Bowl,Indian
1474925,146,57,2640,320.13,320.13,0,0,0,541,77,TYPE_C,2.8,Starters,Thai
1118719,146,57,1878,319.13,320.13,0,0,0,541,77,TYPE_C,2.8,Starters,Thai
1297074,146,57,1216,413.25,413.25,0,0,0,541,77,TYPE_C,2.8,Pasta,Italian
1054861,146,57,2826,326.92,327.92,0,0,0,541,77,TYPE_C,2.8,Sandwich,Italian
1208736,146,57,1754,330.83,329.83,0,0,0,541,77,TYPE_C,2.8,Sandwich,Italian
1161439,146,57,1971,328.86,329.86,0,0,0,541,77,TYPE_C,2.8,Sandwich,Italian
1282737,146,57,1558,550.99,550.99,0,0,0,541,77,TYPE_C,2.8,Pizza,Continental
1194305,146,57,2581,551.99,551.99,0,0,0,541,77,TYPE_C,2.8,Pizza,Continental
1353044,146,57,1962,550.96,552.96,0,0,0,541,77,TYPE_C,2.8,Pizza,Continental
1063225,146,57,2444,727.53,726.53,0,0,0,541,77,TYPE_C,2.8,Seafood,Continental
1116078,146,57,2704,320.13,321.13,0,0,0,541,77,TYPE_C,2.8,Other Snacks,Thai
1075416,146,57,2492,456.93,456.93,0,0,0,541,77,TYPE_C,2.8,Desert,Indian
1088172,146,57,1543,470.45,471.45,0,0,0,541,77,TYPE_C,2.8,Desert,Indian
1320248,146,57,2664,323.07,322.07,0,0,0,541,77,TYPE_C,2.8,Salad,Italian
1271591,146,57,2569,318.22,317.22,0,0,0,541,77,TYPE_C,2.8,Salad,Italian
1127237,146,57,2490,291.03,291.03,0,0,0,541,77,TYPE_C,2.8,Salad,Italian
1243020,146,149,1885,141.65,140.65,0,0,0,478,77,TYPE_A,2.4,Beverages,Thai
1416839,146,149,1993,141.68,139.68,0,0,0,478,77,TYPE_A,2.4,Beverages,Thai
1172788,146,149,2539,141.62,143.62,0,0,0,478,77,TYPE_A,2.4,Beverages,Thai
1473056,146,149,2631,121.25,151.38,0,0,0,478,77,TYPE_A,2.4,Beverages,Indian
1060753,146,149,1248,137.74,138.74,0,0,0,478,77,TYPE_A,2.4,Beverages,Indian
1053540,146,149,1778,155.2,175.6,0,0,0,478,77,TYPE_A,2.4,Beverages,Italian
1261815,146,149,1062,154.26,158.17,0,1,0,478,77,TYPE_A,2.4,Beverages,Italian
1489999,146,149,2707,208.58,207.58,0,0,0,478,77,TYPE_A,2.4,Beverages,Italian
1133739,146,149,1230,367.63,369.63,0,0,0,478,77,TYPE_A,2.4,Beverages,Continental
1384693,146,149,2322,368.63,367.63,0,0,0,478,77,TYPE_A,2.4,Beverages,Continental
1072117,146,149,2290,298.79,298.79,0,0,0,478,77,TYPE_A,2.4,Rice Bowl,Indian
1023989,146,149,1727,447.23,447.23,0,0,0,478,77,TYPE_A,2.4,Rice Bowl,Indian
1183974,146,149,1109,310.43,309.43,0,0,0,478,77,TYPE_A,2.4,Rice Bowl,Indian
1171351,146,149,2640,321.13,319.13,0,0,0,478,77,TYPE_A,2.4,Starters,Thai
1004475,146,149,1878,320.13,321.13,0,0,0,478,77,TYPE_A,2.4,Starters,Thai
1080300,146,149,2306,241.53,335.62,1,0,0,478,77,TYPE_A,2.4,Pasta,Italian
1164653,146,149,1216,412.25,412.25,0,0,0,478,77,TYPE_A,2.4,Pasta,Italian
1444590,146,149,2126,472.42,471.42,0,0,0,478,77,TYPE_A,2.4,Pasta,Italian
1169717,146,149,2826,326.92,326.92,0,0,0,478,77,TYPE_A,2.4,Sandwich,Italian
1399692,146,149,1754,329.83,328.83,0,0,0,478,77,TYPE_A,2.4,Sandwich,Italian
1393811,146,149,1971,328.86,329.86,0,0,0,478,77,TYPE_A,2.4,Sandwich,Italian
1177147,146,149,1247,445.23,447.23,0,0,0,478,77,TYPE_A,2.4,Biryani,Indian
1455218,146,149,1770,425.83,486.03,0,0,0,478,77,TYPE_A,2.4,Biryani,Indian
1478944,146,149,1558,558.75,558.75,0,0,0,478,77,TYPE_A,2.4,Pizza,Continental
1415824,146,149,2581,559.72,558.72,0,0,0,478,77,TYPE_A,2.4,Pizza,Continental
1041241,146,149,1962,562.6,564.6,0,0,0,478,77,TYPE_A,2.4,Pizza,Continental
1045506,146,149,2444,726.53,727.53,0,0,0,478,77,TYPE_A,2.4,Seafood,Continental
1210059,146,149,2760,183.36,260.93,0,0,0,478,77,TYPE_A,2.4,Other Snacks,Thai
1139397,146,149,2704,320.13,320.13,0,0,0,478,77,TYPE_A,2.4,Other Snacks,Thai
1008295,146,149,2492,456.93,456.93,0,0,0,478,77,TYPE_A,2.4,Desert,Indian
1406978,146,149,1543,466.57,467.57,0,0,0,478,77,TYPE_A,2.4,Desert,Indian
1470180,146,149,2304,482.09,482.09,0,0,0,478,77,TYPE_A,2.4,Desert,Indian
1326956,146,149,2664,322.07,323.07,0,0,0,478,77,TYPE_A,2.4,Salad,Italian
1268964,146,149,2569,322.07,322.07,0,0,0,478,77,TYPE_A,2.4,Salad,Italian
1267165,146,89,1885,156.17,158.17,0,0,0,703,56,TYPE_A,4.8,Beverages,Thai
1414458,146,89,1993,157.14,157.14,0,0,0,703,56,TYPE_A,4.8,Beverages,Thai
1105486,146,89,2539,159.11,160.11,0,0,0,703,56,TYPE_A,4.8,Beverages,Thai
1246396,146,89,2139,379.3,378.3,0,0,0,703,56,TYPE_A,4.8,Beverages,Indian
1223814,146,89,2631,165.93,163.93,0,0,0,703,56,TYPE_A,4.8,Beverages,Indian
1208097,146,89,1248,165.93,164.93,0,0,0,703,56,TYPE_A,4.8,Beverages,Indian
1426257,146,89,1778,185.27,185.27,0,0,0,703,56,TYPE_A,4.8,Beverages,Italian
1402266,146,89,1062,190.15,189.15,0,0,0,703,56,TYPE_A,4.8,Beverages,Italian
1273610,146,89,2707,238.68,229.92,0,1,0,703,56,TYPE_A,4.8,Beverages,Italian
1082679,146,89,1207,372.51,372.51,0,0,0,703,56,TYPE_A,4.8,Beverages,Continental
1061395,146,89,1230,382.24,380.24,0,0,0,703,56,TYPE_A,4.8,Beverages,Continental
1448891,146,89,2322,384.12,386.12,0,0,0,703,56,TYPE_A,4.8,Beverages,Continental
1121802,146,89,2290,286.21,284.21,0,0,0,703,56,TYPE_A,4.8,Rice Bowl,Indian
1017920,146,89,1727,465.63,464.63,0,0,0,703,56,TYPE_A,4.8,Rice Bowl,Indian
1220913,146,89,1109,309.43,309.43,0,0,0,703,56,TYPE_A,4.8,Rice Bowl,Indian
1201769,146,89,1571,641.23,640.23,0,0,0,703,56,TYPE_A,4.8,Fish,Continental
